,author,title,datepublished,isbn13
27114,['Ed Offley'],Scorpion Down,2008,9780465051861
27115,['Ed Offley'],The Burning Shore,2014,9780465080694
27116,"['Patrick Spedding', 'Paul Watt', 'Ed Cray', 'David Gregory', 'Derek B Scott']","Bawdy Songbooks of the Romantic Period, Volume 4",2020,9781000748086
27117,"['Patrick Spedding', 'Paul Watt', 'Ed Cray', 'David Gregory', 'Derek B Scott']","Bawdy Songbooks of the Romantic Period, Volume 3",2020,9781000748079
27118,['Ian Ruxton (ed.)'],"The Diaries of Sir Ernest Satow, 1906-1911",2019,9780359872138
27119,"['Ed McCarthy', 'Mary Ewing-Mulligan']",Wine For Dummies,2015,9781119118862
27120,['Michael Scott'],Delphi,2015,9780691169842
27121,['Michael Scott'],Ancient Worlds,2016,9780465094738
27122,['Michael Scott'],The Warlock,2012,9780385735346
27123,"['Adrienne Barbeau', 'Michael Scott']",Vampyres of Hollywood,2009,9781429991865
27124,['Michael Scott'],The Sorceress,2010,9780385735308
27125,['Michael Scott'],Rachmaninoff,2011,9780752472423
27126,['Michael Scott'],The Necromancer,2011,9780385735322
27127,['Michael Scott Moore'],The Desert and the Sea,2019,9780062968678
27128,['Michael Scott'],Michael Scott's Best,1995,9781457445996
27129,['Michael Scott'],Mirror Image,2016,9780765385611
27130,['Michael Scott'],The First Codex,2012,9780307978028
27131,['Michael Scott'],Maria Meneghini Callas,1992,9781555531461
27132,['Michael Scott'],From Democrats to Kings,2010,9781468302806
27133,['Michael Scott'],Delphi and Olympia,2010,9780521191265
27134,"['Michael Scott', 'Angela Royston']",North America's Most Amazing Plants,2008,9781410931436
27135,['J. M. Kearns'],The Deep End,2014,9781500502706
27136,['J. M. Kearns'],Better Love Next Time,2010,9780470738788
27137,['J. M. Kearns'],Shopping for Mr. Right,2010,9780470965023
27138,['J. M. Kearns'],Why Mr. Right Can't Find You,2009,9780470739648
27139,"['Sara Dimerman', 'J.M. Kearns']",How Can I Be Your Lover When I'm Too Busy Being Your Mother?,2013,9781476753645
27140,['J. M. Kearns'],Better Love Next Time,2009,9780091923754
27141,['J M Kearns'],Why Mr Right Can't Find You...and How to Make Sure He Does,2011,9781448117550
27142,['J. M. KEARNS'],Better Love Next Time Kindle,2009,9781407026510
27143,"['Nica Sy', 'Dionica Sy', 'JM Wong', 'Johnny Fikru', 'Kalayo Pestaño', 'Rell Be Free', 'Nancy Huizar', 'Clara Duffy', 'Evana Enabulele', 'Jill Mangaliman', 'Jasmine Fernandez']",Nourish,2021,9780578841328
27144,"['柯恩斯', 'J. M. Kearns', '方怡雯 (翻譯學)']",為什麼Mr. Right找不到妳?,2008,9789861735535
27145,['J.M. Kearns'],À la recherche de l'homme idéal,2010,9782848993874
27146,"['Herman Hesse', 'Marcel Proust', 'Leo Tolstoy', 'Friedrich Nietzsche', 'Dante', 'Henrik Ibsen', 'Fyodor Dostoyevsky', 'Confucius', 'William Makepeace Thackeray', 'P. B. Shelley', 'Mary Shelley', 'John Keats', 'Charlotte Brontë', 'Emily Brontë', 'George Eliot', 'Charles Dickens', 'Thomas Hardy', 'Elizabeth von Arnim', 'William Shakespeare', 'Jane Austen', 'D. H. Lawrence', 'Ann Ward Radcliffe', 'Bram Stoker', 'Arthur Conan Doyle', 'Joseph Conrad', 'Oscar Wilde', 'Lewis Carroll', 'Frances Hodgson Burnett', 'C. S. Lewis', 'Weedon Grossmith', 'H. G. Wells', 'Wilkie Collins', 'G. K. Chesterton', 'E. M. Forster', 'T. S. Eliot', 'James Joyce', 'George Bernard Shaw', 'W. B. Yeats', 'Sir Walter Scott', 'Robert Louis Stevenson', 'Kenneth Grahame', 'George MacDonald', 'J. M. Barrie', 'Mark Twain', 'Jack London', 'Herman Melville', 'Nathaniel Hawthorne', 'Louisa May Alcott', 'Willa Cather', 'Edith Wharton', 'Kate Chopin', 'Henry David Thoreau', 'Walt Whitman', 'Kahlil Gibran', 'Harriet Beecher Stowe', 'Frederick Douglass', 'James Fenimore Cooper', 'Henry James', 'Edgar Allan Poe', 'H. P. Lovecraft', 'Lewis Wallace', 'L. M. Montgomery', 'Homer', 'Plato', 'Apuleius', 'Marcus Aurelius', 'Johann Wolfgang von Goethe', 'John Milton', 'Jonathan Swift', 'Daniel Defoe', 'Henry Fielding', 'Laurence Sterne', 'Jules Verne', 'Victor Hugo', 'Gustave Flaubert', 'Gaston Leroux', 'Honoré de Balzac', 'Stendhal', 'Voltaire', 'Charles Baudelaire', 'Alexandre Dumas', 'Emile Zola', 'Ivan Turgenev', 'Anton Chekhov', 'Nikolai Gogol', 'Miguel de Cervantes', 'Benito Pérez Galdós', 'Pedro Calderon de la Barca', 'Giovanni Boccaccio', 'Niccolò Machiavelli', 'Rabindranath Tagore', 'Bankim Chandra Chatterjee', 'Kalidasa', 'Válmíki', 'Laozi', 'Sun Tzu', 'Cao Xueqin', 'Princess Der Ling', 'Inazo Nitobé', 'Kakuzo Okakura', 'Soseki Natsume']",The Greatest Classics Ever Written,2018,9788026895428
27147,['J. M. Keating'],A History of the Yellow Fever,2009,9780788476938
27148,['J.M. Schröder'],Pathologie der Muskulatur,2013,9783642682858
27149,['Alexander J. M. Wedderburn'],Baptism and Resurrection,2011,9781610970877
27150,"['Victor Dubowitz', 'Caroline A. Sewry', 'Russell J. M. Lane']",Muscle Biopsy,2007,9781416025931
27151,['Timothy J. M. Ling'],The Judaean Poor and the Fourth Gospel,2006,9781139458467
27152,['J.M. Fladmark'],Heritage and Museums,2015,9781317741923
27153,"['J. M. Juran', 'Juran J M']",Juran on Quality by Design,1992,9780029166833
27154,['J. M. Anderson'],The Skinny on Teaching,2012,9781617356049
27155,['Henri J. M. Nouwen'],Love in a Fearful Land,1985,9781608334650
27156,['J.M. Debois'],TxNxM1,2006,9780306476785
27157,['J.M. Smith'],Introducing Organizational Behaviour,1982,9781349168330
27158,"['G. David Perkin', 'Douglas C. Miller', 'Russell J. M. Lane', 'Maneesh C Patel', 'Fred H. Hochberg']",Atlas of Clinical Neurology E-Book,2010,9781437737813
27159,"['J. M. Cushing', 'Robert F. Costantino', 'Brian Dennis', 'Robert Desharnais', 'Shandelle Marie Henson']",Chaos in Ecology,2003,9780121988760
27160,['J.M. Schröder'],Pathology of Peripheral Nerves,2012,9783642568084
27161,"['Joseph A. Defeo', 'J. M. Juran']",Juran's Quality Handbook: The Complete Guide to Performance Excellence 6/e,2010,9780071629720
27162,['Lawrence Joseph'],Into It,2014,9781466873254
27163,['Lawrence Joseph'],So Where Are We?,2017,9780374717186
27164,['Lawrence Joseph'],Lawyerland,2004,9780374529871
27165,['Lawrence Joseph'],A Certain Clarity,2020,9780374720605
27166,['Lawrence Joseph'],Before Our Eyes,2014,9781466873278
27167,['Lawrence Joseph'],"Codes, Precepts, Biases, and Taboos",2014,9781466873261
27168,['Lawrence Joseph'],The Game Changed,2011,9780472027743
27169,['Lawrence Lofaro'],Drafted,2014,9781505304411
27170,"['Lawrence Joseph', 'Dan Lander', 'Bill Smith']",Music Is Rapid Transportation,2010,9781895166040
27171,['Lawrence Joseph Silski'],"Learning to Serve, Love, and Live",2019,9781977202437
27172,['Lawrence Rosenberg'],Surgical Arithmetic,2000,9781498713634
27173,['Lawrence Joseph Kaiser'],“Mirabilis Dubitatio”,2022,9783868382242
27174,"['Lawrence Joseph Stone', 'Joseph Church']",Childhood and Adolescence,1973,9780394317458
27175,['Lawrence Joseph Henderson'],The Fitness of the Environment,2018,9780343824396
27176,['Lawrence Joseph Hoffman'],Clergy Conference,2013,9780813225432
27177,['Lawrence Joseph Kinsman'],While Nature Sleeps,1971,9780682472678
27178,['Lawrence Joseph Henderson'],"The Fitness of the Environment, an Inquiry Into the Biological Significance of the Properties of Matter. In Part Delivered as Lectures in the Lowell Institute, February, 1913",2018,9781378673058
27179,['Joseph Murphy'],The Miracle Power of Your Mind,2016,9781101983553
27180,['Dr. Joseph Murphy'],Traveling with God,2019,9781722522438
27181,['Dr. Joseph Murphy'],The Secret of I Am That I Am,2021,9781722526566
27182,['Dr. Joseph Murphy'],The Supreme Mastery of Fear,2021,9781722526573
27183,['Dr. Joseph Murphy'],The Unbelievable Power of Suggestion,2021,9781722526597
27184,['Dr. Joseph Murphy'],Three Steps to Success,2021,9781722526580
27185,['Dr. Joseph Murphy'],Living Without Strain,2021,9781722526443
27186,['Dr. Joseph Murphy'],The Wonderful Power of Decision,2021,9781722526603
27187,['Dr. Joseph Murphy'],The Fourth Way to Pray,2021,9781722526511
27188,['Dr. Joseph Murphy'],Love is Freedom,2019,9781722522308
27189,['Dr. Joseph Murphy'],There Is One Thing You Cannot Have,2021,9781722526627
27190,['Dr. Joseph Murphy'],Learn to Let Go in Life,2021,9781722526436
27191,['Dr. Joseph Murphy'],Why Did This Happen to Me,2021,9781722526641
27192,['Dr. Joseph Murphy'],Your Friend the Subconscious,2021,9781722526665
27193,['Dr. Joseph Murphy'],All the World Believes A Lie,2021,9781722526382
27194,['Dr. Joseph Murphy'],Fallacy of Old Age,2021,9781722526412
27195,['Dr. Joseph Murphy'],The Cure for Hurt Feelings,2021,9781722526504
27196,['Dr. Joseph Murphy'],Adjust to Wealth and Health,2021,9781722526375
27197,['Dr. Joseph Murphy'],The Wonders of Disciplined Imagination,2021,9781722526610
27198,['Madeline Hunter'],A Devil of a Duke,2018,9781420143935
27199,['Madeline Hunter'],Madeleine Hunter Collection,2012,9781101653081
27200,['Madeline Hunter'],The Romantic,2009,9780307490285
27201,['Madeline Hunter'],The Accidental Duchess,2014,9780515151312
27202,['Madeline Hunter'],The Charmer,2003,9780553898132
27203,['Madeline Hunter'],By Design,2008,9780307482631
27204,['Madeline Hunter'],The Wicked Duke,2016,9780515155181
27205,['Madeline Hunter'],Sinful in Satin,2010,9781101443620
27206,['Madeline Hunter'],Heiress for Hire,2020,9781420149982
27207,['Madeline Hunter'],"Tall, Dark, and Wicked",2015,9780515155174
27208,['Madeline Hunter'],The Counterfeit Mistress,2013,9780515151381
27209,['Madeline Hunter'],The Heiress Bride,2023,9781420150018
27210,['Madeline Hunter'],By Arrangement,2008,9780307482617
27211,['Madeline Hunter'],The Surrender of Miss Fairbourne,2012,9780515150469
27212,['Madeline Hunter'],By Possession,2008,9780307482648
27213,['Madeline Hunter'],An Interrupted Tapestry,2011,9781101525647
27214,['Madeline Hunter'],Never Deny a Duke,2019,9781420143959
27215,['Madeline Hunter'],Dangerous in Diamonds,2011,9781101513934
27216,['Madeline Hunter'],The Seducer,2003,9780553585896
27217,"['M. Putney', 'Madeline Hunter', 'Sabrina Jeffries']",Seduction on a Snowy Night,2020,9781420148169
27218,['Madeline Hunter'],Stealing Heaven,2002,9780553583564
27219,['Madeline Hunter'],Heiress in Red Silk,2021,9781420149999
27220,['Madeline Hunter'],Provocative in Pearls,2010,9781101185391
27221,['Madeline Hunter'],The Saint,2003,9780553898064
27222,"['Madeline Hunter', 'Sabrina Jeffries', 'Mary Jo Putney']",A Yuletide Kiss,2022,9781420152296
27223,['Madeline Hunter'],Secrets of Surrender,2008,9780440337775
27224,['Madeline Hunter'],The Most Dangerous Duke in London,2017,9781420143911
27225,['Madeline Hunter'],The Madeline Hunter Collection,1995,9780761939894
27226,['Madeline Hunter'],Lord of Sin,2005,9780553587302
27227,['Madeline Hunter'],The Sinner,2007,9780553590210
27228,['Madeline Hunter'],Lady of Sin,2006,9780553587319
27229,['Madeline Hunter'],Lord of a Thousand Nights,2008,9780307565952
27230,['Madeline Hunter'],Lessons of Desire,2007,9780440243946
27231,['Madeline Hunter'],The Protector,2008,9780307566119
27232,['Madeline Hunter'],Teach for Transfer,1995,9781452238784
27233,['Madeline Hunter'],Ravishing in Red,2010,9780515147544
27234,['Madeline Hunter'],Teach More -- Faster!,1995,9780803963184
27235,['Madeline Hunter'],The Sins of Lord Easterbrook,2009,9780440243960
27236,['Jayne Ann Krentz'],Family Man,1992,9780671728564
27237,['Jayne Ann Krentz'],Trust Me,2004,9780743496414
27238,['Jayne Ann Krentz'],In Too Deep,2011,9780515150261
27239,['Jayne Ann Krentz'],River Road,2015,9780515155020
27240,['Jayne Ann Krentz'],Wildest Hearts,2003,9780743467193
27241,['Jayne Ann Krentz'],All the Colors of Night,2021,9781984806819
27242,['Jayne Ann Krentz'],Flash,2010,9781439120132
27243,['Jayne Ann Krentz'],All Night Long,2005,9780786273812
27244,['Jayne Ann Krentz'],Falling Awake,2005,9780515139594
27245,['Jayne Ann Krentz'],Running Hot,2008,9780399155215
27246,['Jayne Castle'],Illusion Town,2016,9780515155754
27247,['Jayne Castle'],Zinnia,1997,9780671569013
27248,['Jayne Ann Krentz'],Between the Lines,1993,9780373832705
27249,['Jayne Castle'],Dark Light,2008,9780515145199
27250,['Jayne Ann Krentz'],Promise Not to Tell,2018,9780399585289
27251,['Jayne Castle'],Canyons of Night,2011,9780515149883
27252,"['Jayne Castle', 'Jayne Ann Krentz']",After Dark,2000,9780515129021
27253,['Jayne Ann Krentz'],Legacy,2007,9781597224444
27254,['Jayne Ann Krentz'],Secret Sisters,2016,9780515156348
27255,['Jayne Ann Krentz'],No Going Back,2004,9780425199305
27256,"['Jayne Castle', 'Lori Foster', 'Eileen Wilks', 'Julie Beard']",Charmed,1999,9780425171295
27257,['Jayne Ann Krentz'],The Night Island,2024,9780593639856
27258,['Jayne Ann Krentz'],Silver Linings,2004,9780743496384
27259,['Jayne Ann Krentz'],Chance of a Lifetime,1987,9780373833184
27260,['Jayne Ann Krentz'],White Lies,2008,9780515143997
27261,['Jayne Ann Krentz'],Lightning in a Mirror,2022,9780593337752
27262,['Jayne Ann Krentz'],Eclipse Bay,2000,9780515128017
27263,['Jayne Ann Krentz'],Witchcraft,1996,9781551661582
27264,['Jayne Ann Krentz'],Connecting Rooms,2014,9781476771366
27265,['Jayne Ann Krentz'],Dreams,1988,9780373253302
27266,['Jayne Ann Krentz'],The Adventurer,1990,9780373253937
27267,['Jayne Castle'],Midnight Crystal,2010,9780515148367
27268,['Jayne Ann Krentz'],Smoke in Mirrors,2002,9780515133998
27269,['Jayne Ann Krentz'],Man with a Past,2000,9781551666242
27270,['Jayne Ann Krentz'],The Family Way,1987,9781551665559
27271,['Jayne Castle'],Silver Master,2007,9780515143553
27272,['Jayne Ann Krentz'],The Ties that Bind,2002,9781551669038
27273,['Jan Caeyers'],"Beethoven, A Life",2022,9780520390218
27274,['Jan Caeyers'],Beethoven,2023,9783406808968
27275,['Jan Caeyers'],Beethoven,2009,9789023429067
27276,['Jan Caeyers'],Beethoven,2012,9783406631283
27277,['Jan Caeyers'],Beethoven,2020,9788835705024
27278,['Jan Caeyers'],"Het ""Traité de l'harmonie"" (1722) van Jean-Philippe Rameau en de ontwikkeling van het muziektheoretische denken in Frankrijk",1989,9789065694256
27279,['Jan Caeyers'],Nooit meer bang voor boekhouden,2016,9789035613225
27280,['Jan Marisse Huizing'],Ludwig van Beethoven,2021,9780300262742
27281,['Roy Richard Grinker'],Unstrange Minds,2008,9780465027644
27282,['Roy Richard Grinker'],Nobody's Normal: How Culture Created the Stigma of Mental Illness,2021,9780393531657
27283,['Roy Richard Grinker'],Isabel's World,2009,9781848310483
27284,['Roy Grinker'],Korea and its Futures,1998,9780312210915
27285,['Roy Richard Grinker'],In the Arms of Africa,2001,9780226309040
27286,['Roy Richard Grinker'],Houses in the Rainforest,2023,9780520915664
27287,['Roy Richard Grinker'],Houses in the Rain Forest,1994,9780520083578
27288,['Rachel Kleinfeld'],Advancing the Rule of Law Abroad,2012,9780870032660
27289,"['Rachel Kleinfeld', 'Drew Sloan']",Let There Be Light,2011,9780692015636
27290,['Robert Kanigel'],The Man Who Knew Infinity,2016,9781476763491
27291,['Robert Kanigel'],Eyes on the Street,2017,9780345803337
27292,['Robert Kanigel'],On an Irish Island,2013,9780307389879
27293,['Robert Kanigel'],"Young Man, Muddled",2022,9781610885621
27294,['Robert Kanigel'],The One Best Way,2005,9780262612067
27295,['Robert Kanigel'],Hearing Homer's Song,2021,9780525520948
27296,['Robert Kanigel'],Vintage Reading,1998,9781610880039
27297,['Robert Kanigel'],High Season B Pbp,2003,9784444414463
27298,['Robert Kanigel'],High Season in Nice B Special,2003,9784444417419
27299,['Robert Kanigel'],Faux Real,2011,9780812205596
27300,['Robert Kanigel'],High Season,2002,9780670887378
27301,['Robert Kanigel'],Man Who Knew Infinity B,1992,9780747412014
27302,['Robert Kanigel'],High Season In Nice,2013,9781405525718
27303,['Robert Kanigel'],Der das Unendliche kannte,2013,9783322832061
27304,['Robert Kanigel'],"L'uomo che vide l'infinito. La vita breve di Srinivasa Ramanujan, genio della matematica",2003,9788817871693
27305,"['Robert Kanigel', 'National Book Trust', 'Ramanujan Mathematical Society']",Antahīnera antaryāmī,2014,9788123766645
27306,['卡尼格尔'],守卫生活,2022,9787208173354
27307,['Robert Kanigel'],凝視珍.雅各,2019,9789570854169
27308,['Robert Kanigel'],L'uomo che vide l'infinito,2016,9788817089876
27309,['Robert Kanigel'],Czlowiek ktory poznal nieskonczonosc,2017,9788380311398
27310,['Robert Kanigel'],Sonsuzlugu Taniyan Adam,2022,9786254141478
27311,['Robert Kanigel'],Hearing Homer's Song,2021,9780525520955
27312,"['Anthony C. Laraia', 'Patricia E. Moody', 'Robert W. Hall']",The Kaizen Blitz,1999,9780471246480
27313,['Robert J. Dieli'],"Mencken, Nietzsche, and the Chosen",2007,9780977810277
27314,['Robert Pool'],Beyond Engineering,1997,9780198026723
27315,['Robert Hanna'],"Cognition, Content, and the A Priori",2015,9780191025594
27316,['C. Robert Cloninger M.D.'],Feeling Good,2004,9780198021841
27317,"['Robert Keith Sawyer', 'Vera John-Steiner', 'Seana Moran', 'Robert J. Sternberg', 'David Henry Feldman', 'Mihaly Csikszentmihalyi', 'Howard Gardner', 'Jeanne Nakamura']",Creativity and Development,2003,9780195149005
27318,"['Robert L. Wears', 'Erik Hollnagel']","Resilient Health Care, Volume 2",2017,9781317065135
27319,['Robert Geis'],In My Ever After,2010,9780761852667
27320,"['Robert A. Woellner', 'John Voorhees', 'Christopher L. Bell']",International Environmental Risk Management,2020,9781351680714
27321,"['Robert O. Blanchard', 'William G. Christ']",Media Education and the Liberal Arts,2020,9781000149081
27322,['Robert H Nelson'],God Very Probably,2016,9780718844585
27323,['Robert Beverley Ray'],The ABCs of Classic Hollywood,2008,9780195322927
27324,"['Robert E. Wright', 'Aleksandra Przegalińska']",Debating Universal Basic Income,2022,9783031175138
27325,"['Jim Herrington', 'Trisha Taylor', 'R. Robert Creech']",The Leader's Journey,2020,9781493422128
27326,['Robert F. Durant'],Building the Compensatory State,2019,9781000586879
27327,['Robert D. Behn'],The PerformanceStat Potential,2014,9780815725282
27328,['Robert L. Brabenec'],Resources for the Study of Real Analysis,2004,9780883857373
27329,"['Robert Daniel Austin', 'Lee Devin']",Artful Making,2003,9780130086952
27330,['Robert M. Young'],Excursions in Calculus,1992,9780883853177
27331,['Robert S. Anderson'],Nucleus and Nation,2010,9780226019772
27332,"['Robert H. Chen', 'Chelsea C. Chen']",Artificial Intelligence,2022,9781000577365
27333,['Robert S. Matthews'],The Paradoxical Meeting of Depth Psychology and Physics,2022,9781000608397
